"#name","#img","School","City","Country","Description","Forest Health","Insect Damage","Insects Identified","RecentFire","Year of Last Fire","Coniferous Trees","Deciduous Trees","Bushes Present","Tall Grass Present","Deadwood on the floor","Standing Deadwood","Lichens","Lichen Branches","New Trees","Old Trees","Protected Area","Managed Forest?","Evidence of Logging","Average Precipitation this Year","Average Temperature this Year","River, Lake or Spring Nearby?","Distance to Major Road","Distance to Settlement","Date#date","Latitude#number","Longitude#number","#href","See it in GFW#link#hidden"
"Photo 29","default","МОУ СОШ № 46","г. Тверь","Russia","Мы видим, что нижняя часть стволов деревьев обгорела, можем видеть, что огонь шел с юго-запада. Пожар был как минимум в прошлом году, так как обгорелой травы не наблюдается - растут зеленые растения. На снимке видим, что вырыты свежие противопожарные траншеи.","Fair","No","","Yes","2015","Above 75%","Below 25%","No","Yes","Large amount","Small amount","Yes","No","25-50%","25-50%","No","Yes","Yes","Normal","Warmer","Yes","0-1km","0-1km","4/30/2016","56.912812","35.904909","http://www.globalforestwatch.org/map/13/56.912812/35.904909/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/35.904909/http://www.globalforestwatch.org/map/13/56.912812/35.904909/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 30","default","МОУ СОШ № 46","г. Тверь","Russia","Мы видим, что этот участок леса является восстанавливаемым после вырубки. Сукцессии мелколиственных деревьев медленно сменяются хвойными - на фотографии мы видим молодые деревца елей. Сквозь сухостой трав проглядывают старые пни срубленных деревьев.","Fair","No","","No","","25-50%","25-50%","No","Yes","Small amount","Small amount","No","No","Above 75%","Below 25%","No","Yes","Yes","Normal","Normal","Yes","0-1km","0-1km","4/30/2016","56.911443","35.910969","http://www.globalforestwatch.org/map/13/56.911443/35.910969/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/35.910969/http://www.globalforestwatch.org/map/13/56.911443/35.910969/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 31","default","МОУ СОШ № 46","г. Тверь","Russia","Мы видим на поляне вблизи ТЭЦ-3 несколько лиственных деревьев, поросших оранжевым лишайником и зеленым мхом, также на поляне растут хвощи.","Fair","No","","No","","Below 25%","Below 25%","No","No","Virtually absent","Absent","Yes","No","Below 25%","Below 25%","No","Yes","No","Normal","Normal","Yes","0-1km","0-1km","4/30/2016","56.909074","35.905975","http://www.globalforestwatch.org/map/13/56.909074/35.905975/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/35.905975/http://www.globalforestwatch.org/map/13/56.909074/35.905975/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 32","default","МОУ СОШ № 46","г. Тверь","Russia","На фотографии мы видим поваленные деревья в ходе лесозаготовок, на заднем плане видим восстановленный лес.","Fair","No","","Yes","2014","Above 75%","Below 25%","No","No","Large amount","Small amount","No","No","Above 75%","Below 25%","No","Yes","Yes","Normal","Normal","Yes","0-1km","0-1km","4/30/2016","56.912342","35.905199","http://www.globalforestwatch.org/map/13/56.912342/35.905199/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/35.905199/http://www.globalforestwatch.org/map/13/56.912342/35.905199/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 33","default","МОУ СОШ № 46","г. Тверь","Russia","Фотография входа в лес, сразу бросается в глаза восстановленный участок лесопосадок, вдали виден участок вторичного леса из мелколиственных деревьев (берез), за которым сохранился первичный сосновый лес","Fair","No","","No","","50-75%","Below 25%","No","Yes","Virtually absent","Absent","No","No","50-75%","25-50%","No","Yes","Yes","Normal","Normal","Yes","0-1km","0-1km","4/30/2016","56.914362","35.899095","http://www.globalforestwatch.org/map/13/56.914362/35.899095/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/35.899095/http://www.globalforestwatch.org/map/13/56.914362/35.899095/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 209","default","МОУ СОШ № 46","г. Тверь","Russia","На этой фотографии мы видим цветные лишайники. Они произрастают на молодом дереве. На дереве мало живых ветвей, большинство -  погибшие. На других деревьях, замеченных нами раннее (в частности на берёзах) также были цветные лишайники.","Fair","No","","Yes","2015","Above 75%","Below 25%","Yes","No","Small amount","Small amount","Yes","No","Below 25%","Above 75%","No","No","No","Normal","Normal","Yes","0-1km","1-2km","4/30/2016","56.850239","36.009943","http://www.globalforestwatch.org/map/13/56.850239/36.009943/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/36.009943/http://www.globalforestwatch.org/map/13/56.850239/36.009943/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 210","default","МОУ СОШ № 46","г. Тверь","Russia","На фото мы видим лес со следами пожара. Так же на фото отражена ещё одна проблема этого леса: так как он находится в городской черте и является зоной отдыха, мы наблюдаем большое количество мусора, оставляемого отдыхающими.","Fair","No","","Yes","2015","Above 75%","Below 25%","Yes","Yes","Small amount","Small amount","No","No","Below 25%","Above 75%","No","No","No","Normal","Normal","Yes","0-1km","0-1km","4/30/2016","56.853354","35.9947","http://www.globalforestwatch.org/map/13/56.853354/35.994700/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/35.994700/http://www.globalforestwatch.org/map/13/56.853354/35.994700/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 211","default","МОУ СОШ № 46","г. Тверь","Russia","На этой фотографии мы видим молодой подлесок. В основном он состоит из берёз, высаженных после пожара 2015 года (нет следов на стволах) и молодых елей. Так же мы видим канавки, призванные  остановить низовой лесной пожар.","Fair","No","","Yes","2015","50-75%","25-50%","Yes","Yes","Small amount","Small amount","No","No","50-75%","25-50%","No","No","No","Normal","Normal","Yes","0-1km","0-1km","4/30/2016","56.854041","35.979388","http://www.globalforestwatch.org/map/13/56.854041/35.979388/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/35.979388/http://www.globalforestwatch.org/map/13/56.854041/35.979388/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 212","default","МОУ СОШ № 46","г. Тверь","Russia","На фото мы видим бурелом – поваленные деревья. Мы не знаем была ли это хозяйственная деятельность человека или деревья просто погибли в результате деятельности  человека (рядом походят железнодорожные пути). Так же недалеко от этого места так же есть поваленные деревья.","Fair","No","","Yes","2015","Above 75%","Below 25%","Yes","Yes","Small amount","Small amount","No","No","Below 25%","Above 75%","No","No","No","Normal","Normal","Yes","0-1km","0-1km","4/30/2016","56.85637","35.989414","http://www.globalforestwatch.org/map/13/56.856370/35.989414/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/35.989414/http://www.globalforestwatch.org/map/13/56.856370/35.989414/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 213","default","МОУ СОШ № 46","г. Тверь","Russia","На данном фото мы видим пример изменения рельефа местности вследствие деятельности человека ( создание карьера). Во время его создания и обустройства под зону отдыха после выработки было завезено большое количество песка, что сказалось на почве, изменив её состав. Так же мы видим, как это сказалось на деревьях. Корни многих их них слабо укреплены в почве, но в основном они поддерживают почву.","Fair","No","","No","","Above 75%","Below 25%","Yes","No","Small amount","Small amount","No","No","Below 25%","Above 75%","No","No","No","Normal","Normal","Yes","0-1km","1-2km","4/30/2016","56.849987","36.011829","http://www.globalforestwatch.org/map/13/56.849987/36.011829/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/36.011829/http://www.globalforestwatch.org/map/13/56.849987/36.011829/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 77","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","Thiы photo shows three layers of the forest. Higher layer consists of coniferous trees, middle consists of deciduous bushes and the lower one of gramineous plants.","Fair","No","","Yes","2014","50-75%","25-50%","Yes","Yes","Small amount","Small amount","Yes","No","25-50%","25-50%","Yes","No","No","Drier","Warmer","Yes","more than 10 km","more than 10 km","7/15/2015","53.588633","108.918629","http://www.globalforestwatch.org/map/13/53.588633/108.918629/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.918629/http://www.globalforestwatch.org/map/13/53.588633/108.918629/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 78","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","Here is the little lake that has formed when the small river dried up, it has happened because of drought in 2015. Water has ovegrown a little bit by some aquatic plants.","Fair","No","","Yes","2014","50-75%","25-50%","Yes","Yes","Small amount","Small amount","Yes","No","50-75%","50-75%","Yes","No","No","Drier","Warmer","Yes","more than 10 km","more than 10 km","7/14/2015","53.5909","108.890927","http://www.globalforestwatch.org/map/13/53.590900/108.890927/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.890927/http://www.globalforestwatch.org/map/13/53.590900/108.890927/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 79","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","This photo was taken, where the sand of Baikal lake shore meets with forest. On the first plan we can see Syberian Cedar.","Fair","No","","Yes","","50-75%","25-50%","Yes","No","Small amount","Small amount","Yes","No","50-75%","25-50%","Yes","No","No","Drier","Warmer","Yes","more than 10 km","more than 10 km","7/15/2015","53.559354","108.932662","http://www.globalforestwatch.org/map/13/53.559354/108.932662/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.932662/http://www.globalforestwatch.org/map/13/53.559354/108.932662/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 80","default","ГБОУ Лицей-интернат № 61","г. Улан-Удэ, Республика Бурятия","Russia","On this photo we can see needles of the Siberian Cedar. They are in a good condition, according to a length and color.","Excellent","No","","No","","50-75%","25-50%","Yes","No","Small amount","Small amount","Yes","No","50-75%","50-75%","Yes","No","No","Drier","Warmer","Yes","more than 10 km","more than 10 km","7/16/2015","53.567854","108.915324","http://www.globalforestwatch.org/map/13/53.567854/108.915324/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/108.915324/http://www.globalforestwatch.org/map/13/53.567854/108.915324/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
